AnnotSV ID	SV chrom	SV start	SV end	SV length										AnnotSV type	Gene name	tx	CDS length	frameshift	tx length	location	location2	distNearestSS	nearestSStype	intersectStart	intersectEnd	DGV_GAIN_IDs	DGV_GAIN_n_samples_with_SV	DGV_GAIN_n_samples_tested	DGV_GAIN_Frequency	DGV_LOSS_IDs	DGV_LOSS_n_samples_with_SV	DGV_LOSS_n_samples_tested	DGV_LOSS_Frequency	GD_ID	GD_AN	GD_N_HET	GD_N_HOMALT	GD_AF	GD_POPMAX_AF	GD_ID_others	1000g_event	IMH_ID	IMH_AF	IMH_ID_others	promoters	dbVar_event	dbVar_variant	dbVar_status	TADcoordinates	ENCODEexperiments	GCcontent_left	GCcontent_right	Repeats_coord_left	Repeats_type_left	Repeats_coord_right	Repeats_type_right	Gap_left	Gap_right	SegDup_left	SegDup_right	ENCODE_blacklist_left	ENCODE_blacklist_characteristics_left	ENCODE_blacklist_right	ENCODE_blacklist_characteristics_right	ACMG	HI_CGscore	TriS_CGscore	DDD_status	DDD_mode	DDD_consequence	DDD_disease	DDD_pmids	HI_DDDpercent	delZ_ExAC	dupZ_ExAC	cnvZ_ExAC	synZ_ExAC	misZ_ExAC	pLI_ExAC	Mim Number	Phenotypes	Inheritance	morbidGenes	morbidGenesCandidates
9_39100000_39200000__1	9	39100000	39200000		392	0	Des	chr9	39100000	39200000	392	0	Des	split	CNTNAP3	NM_033655	2515	yes	100000	intron3-exon18	CDS	90	5'	39100000	39200000	gssvG38787,gssvG38806,gssvG38834	28	12496	0.00224072	gssvL130605	6	20727	0.00028948					-1	-1	gnomAD_v2_DEL_9_119065			-1			copy_number_gain	nssv13638820;nssv13638855;nssv13640107;nssv13640184;nssv13640208;nssv13641345;nssv13641675;nssv13641931;nssv13644029;nssv13646175;nssv13646368;nssv13646873;nssv13649010;nssv13650311;nssv13650863;nssv13651922;nssv13652371;nssv13654938;nssv13656171;nssv1415412;nssv1494927;nssv1494930;nssv1494936;nssv1494937;nssv15127267;nssv15128159;nssv15134562;nssv15137488;nssv15138086;nssv15145821;nssv15145918;nssv15145998;nssv15146171;nssv15146548;nssv15146549;nssv15146662;nssv15146780;nssv15146966;nssv15146972;nssv15147388;nssv15147470;nssv15147961;nssv15148068;nssv15148176;nssv15148277;nssv15148455;nssv15148581;nssv15148663;nssv15148881;nssv15148988;nssv15149332;nssv15149385;nssv15149778;nssv15150554;nssv15151575;nssv15151576;nssv15151855;nssv15152141;nssv15153773;nssv15153774;nssv15168486;nssv15168487;nssv15168488;nssv15169725;nssv15776689;nssv15777263;nssv15777272;nssv1602335;nssv1603186;nssv1603389;nssv1604159;nssv1604374;nssv1609690;nssv1609997;nssv3396735;nssv3397050;nssv3397066;nssv3397108;nssv3397154;nssv576650;nssv579112;nssv579121;nssv579123;nssv579124;nssv584344;nssv585239;nssv706521;nssv707187	Pathogenic																									87.16				3.32909789654813	4.36093241877097	0.0271822134679567					
9_40300000_40400000__1	9	40300000	40400000		404	0	Des	chr9	40300000	40400000	404	0	Des	full	FAM95B1/GXYLT1P3/LOC105379252												0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_9_27590			-1	9:39537736-66827423_INV;9:39540134-66824881_INV;9:40059789-41405762_INV;9:40126660-66249515_INV;9:40126713-41337178_INV	FAM95B1/GXYLT1P3/LOC105379252	copy_number_gain	nssv13638820;nssv13638855;nssv13640107;nssv13640184;nssv13640208;nssv13641345;nssv13641675;nssv13641931;nssv13644029;nssv13646175;nssv13646368;nssv13646873;nssv13649010;nssv13650311;nssv13650863;nssv13651922;nssv13652371;nssv13654938;nssv13656171;nssv1415412;nssv1494927;nssv1494930;nssv1494936;nssv1494937;nssv15127267;nssv15128159;nssv15134562;nssv15137488;nssv15138086;nssv15145821;nssv15145918;nssv15145998;nssv15146171;nssv15146548;nssv15146549;nssv15146662;nssv15146780;nssv15146966;nssv15146972;nssv15147388;nssv15147470;nssv15147961;nssv15148068;nssv15148176;nssv15148277;nssv15148455;nssv15148581;nssv15148663;nssv15148881;nssv15148988;nssv15149332;nssv15149385;nssv15149778;nssv15150554;nssv15151575;nssv15151576;nssv15151855;nssv15152141;nssv15153773;nssv15153774;nssv15168486;nssv15168487;nssv15168488;nssv15169725;nssv15776689;nssv15777263;nssv15777272;nssv1602335;nssv1603186;nssv1603389;nssv1604159;nssv1604374;nssv1609690;nssv1609997;nssv3396735;nssv3397050;nssv3397066;nssv3397108;nssv3397154;nssv576650;nssv579112;nssv579121;nssv579123;nssv579124;nssv584344;nssv585239;nssv706521;nssv707187	Pathogenic			0.400	0.325	9:40299512-40301040	THE1D-int					9:39984774-40577778/9:40167391-40307456/9:40195895-40597056/9:40220028-40323744/9:40220028-40517516/9:40223049-40321308/9:40228469-40300925/9:40237911-40323722/9:40237911-40323748/9:40237911-40323748/9:40237911-40323748/9:40289500-40537043	9:39984774-40577778/9:40195895-40597056/9:40220028-40517516/9:40289500-40537043/9:40361769-40478673	9:39846200-40771100	High Signal Region	9:39846200-40771100	High Signal Region																				
9_40300000_40400000__1	9	40300000	40400000		404	0	Des	chr9	40300000	40400000	404	0	Des	split	FAM95B1	NR_026759	0	no	5650	txStart-txEnd	UTR			40323570	40329220		0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_9_27590			-1	9:39537736-66827423_INV;9:39540134-66824881_INV;9:40059789-41405762_INV;9:40126660-66249515_INV;9:40126713-41337178_INV		copy_number_gain	nssv13638820;nssv13638855;nssv13640107;nssv13640184;nssv13640208;nssv13641345;nssv13641675;nssv13641931;nssv13644029;nssv13646175;nssv13646368;nssv13646873;nssv13649010;nssv13650311;nssv13650863;nssv13651922;nssv13652371;nssv13654938;nssv13656171;nssv1415412;nssv1494927;nssv1494930;nssv1494936;nssv1494937;nssv15127267;nssv15128159;nssv15134562;nssv15137488;nssv15138086;nssv15145821;nssv15145918;nssv15145998;nssv15146171;nssv15146548;nssv15146549;nssv15146662;nssv15146780;nssv15146966;nssv15146972;nssv15147388;nssv15147470;nssv15147961;nssv15148068;nssv15148176;nssv15148277;nssv15148455;nssv15148581;nssv15148663;nssv15148881;nssv15148988;nssv15149332;nssv15149385;nssv15149778;nssv15150554;nssv15151575;nssv15151576;nssv15151855;nssv15152141;nssv15153773;nssv15153774;nssv15168486;nssv15168487;nssv15168488;nssv15169725;nssv15776689;nssv15777263;nssv15777272;nssv1602335;nssv1603186;nssv1603389;nssv1604159;nssv1604374;nssv1609690;nssv1609997;nssv3396735;nssv3397050;nssv3397066;nssv3397108;nssv3397154;nssv576650;nssv579112;nssv579121;nssv579123;nssv579124;nssv584344;nssv585239;nssv706521;nssv707187	Pathogenic																																				
9_40300000_40400000__1	9	40300000	40400000		404	0	Des	chr9	40300000	40400000	404	0	Des	split	GXYLT1P3	NR_121572	0	no	5160	txStart-txEnd	UTR			40348498	40353658		0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_9_27590			-1	9:39537736-66827423_INV;9:39540134-66824881_INV;9:40059789-41405762_INV;9:40126660-66249515_INV;9:40126713-41337178_INV		copy_number_gain	nssv13638820;nssv13638855;nssv13640107;nssv13640184;nssv13640208;nssv13641345;nssv13641675;nssv13641931;nssv13644029;nssv13646175;nssv13646368;nssv13646873;nssv13649010;nssv13650311;nssv13650863;nssv13651922;nssv13652371;nssv13654938;nssv13656171;nssv1415412;nssv1494927;nssv1494930;nssv1494936;nssv1494937;nssv15127267;nssv15128159;nssv15134562;nssv15137488;nssv15138086;nssv15145821;nssv15145918;nssv15145998;nssv15146171;nssv15146548;nssv15146549;nssv15146662;nssv15146780;nssv15146966;nssv15146972;nssv15147388;nssv15147470;nssv15147961;nssv15148068;nssv15148176;nssv15148277;nssv15148455;nssv15148581;nssv15148663;nssv15148881;nssv15148988;nssv15149332;nssv15149385;nssv15149778;nssv15150554;nssv15151575;nssv15151576;nssv15151855;nssv15152141;nssv15153773;nssv15153774;nssv15168486;nssv15168487;nssv15168488;nssv15169725;nssv15776689;nssv15777263;nssv15777272;nssv1602335;nssv1603186;nssv1603389;nssv1604159;nssv1604374;nssv1609690;nssv1609997;nssv3396735;nssv3397050;nssv3397066;nssv3397108;nssv3397154;nssv576650;nssv579112;nssv579121;nssv579123;nssv579124;nssv584344;nssv585239;nssv706521;nssv707187	Pathogenic																																				
9_40300000_40400000__1	9	40300000	40400000		404	0	Des	chr9	40300000	40400000	404	0	Des	split	LOC105379252	NR_136310	0	no	5650	txStart-txEnd	UTR			40323570	40329220		0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_9_27590			-1	9:39537736-66827423_INV;9:39540134-66824881_INV;9:40059789-41405762_INV;9:40126660-66249515_INV;9:40126713-41337178_INV		copy_number_gain	nssv13638820;nssv13638855;nssv13640107;nssv13640184;nssv13640208;nssv13641345;nssv13641675;nssv13641931;nssv13644029;nssv13646175;nssv13646368;nssv13646873;nssv13649010;nssv13650311;nssv13650863;nssv13651922;nssv13652371;nssv13654938;nssv13656171;nssv1415412;nssv1494927;nssv1494930;nssv1494936;nssv1494937;nssv15127267;nssv15128159;nssv15134562;nssv15137488;nssv15138086;nssv15145821;nssv15145918;nssv15145998;nssv15146171;nssv15146548;nssv15146549;nssv15146662;nssv15146780;nssv15146966;nssv15146972;nssv15147388;nssv15147470;nssv15147961;nssv15148068;nssv15148176;nssv15148277;nssv15148455;nssv15148581;nssv15148663;nssv15148881;nssv15148988;nssv15149332;nssv15149385;nssv15149778;nssv15150554;nssv15151575;nssv15151576;nssv15151855;nssv15152141;nssv15153773;nssv15153774;nssv15168486;nssv15168487;nssv15168488;nssv15169725;nssv15776689;nssv15777263;nssv15777272;nssv1602335;nssv1603186;nssv1603389;nssv1604159;nssv1604374;nssv1609690;nssv1609997;nssv3396735;nssv3397050;nssv3397066;nssv3397108;nssv3397154;nssv576650;nssv579112;nssv579121;nssv579123;nssv579124;nssv584344;nssv585239;nssv706521;nssv707187	Pathogenic																																				
9_66600000_66700000__1	9	66600000	66700000		667	0	Des	chr9	66600000	66700000	667	0	Des	full													0	0	-1		0	0	-1					-1	-1				-1	9:39537736-66827423_INV;9:39540134-66824881_INV;9:41025356-68406767_INV;9:41074881-68357022_INV;9:42090303-67097292_INV;9:42293208-66827932_INV;9:65437054-134286391_INV		copy_number_gain;copy_number_loss	essv9837948;nssv13638692;nssv13638820;nssv13638855;nssv13639057;nssv13640107;nssv13640184;nssv13640208;nssv13640793;nssv13641142;nssv13641329;nssv13641345;nssv13641349;nssv13641656;nssv13641675;nssv13641931;nssv13642066;nssv13642504;nssv13642703;nssv13643201;nssv13644029;nssv13644500;nssv13644650;nssv13644943;nssv13645753;nssv13646175;nssv13646368;nssv13646557;nssv13646873;nssv13647050;nssv13647601;nssv13647850;nssv13648724;nssv13649010;nssv13649046;nssv13649737;nssv13649743;nssv13650311;nssv13650367;nssv13650624;nssv13650863;nssv13651343;nssv13651922;nssv13652371;nssv13652576;nssv13653271;nssv13654338;nssv13654991;nssv13655139;nssv13655334;nssv13655435;nssv13655966;nssv13656171;nssv13656491;nssv1415412;nssv1494927;nssv1494936;nssv1494937;nssv1498513;nssv15125094;nssv15126177;nssv15126205;nssv15126295;nssv15126328;nssv15126674;nssv15127068;nssv15127484;nssv15127502;nssv15127525;nssv15127765;nssv15127873;nssv15128113;nssv15128159;nssv15128491;nssv15130529;nssv15130624;nssv15130708;nssv15134562;nssv15137488;nssv15138086;nssv15142455;nssv15145821;nssv15145918;nssv15145998;nssv15146171;nssv15146548;nssv15146549;nssv15146662;nssv15146780;nssv15146972;nssv15147428;nssv15147470;nssv15147961;nssv15148068;nssv15148176;nssv15148277;nssv15148455;nssv15148581;nssv15148663;nssv15148881;nssv15148988;nssv15149332;nssv15149385;nssv15149778;nssv15150554;nssv15151575;nssv15151576;nssv15151855;nssv15152002;nssv15152141;nssv15153770;nssv15153773;nssv15153774;nssv15168486;nssv15168487;nssv15168488;nssv15169725;nssv15170525;nssv15776689;nssv15777263;nssv15777272;nssv1602335;nssv1603186;nssv1603388;nssv1603389;nssv1604374;nssv1609690;nssv1609997;nssv3396735;nssv3397050;nssv3397066;nssv3397108;nssv3397154;nssv3444386;nssv576650;nssv579112;nssv579121;nssv579123;nssv579124;nssv584344;nssv585239;nssv706521;nssv707187	Benign;Likely pathogenic;Pathogenic			0.385	0.490			9:66699882-66699971/9:66699984-66700070	(AC)n/MIR			9:66591387-66626471/9:66591387-66633633/9:66591387-66743753/9:66591387-66776904/9:66591387-66783015	9:66591387-66743753/9:66591387-66776904/9:66591387-66783015	9:65579400-66874600	High Signal Region	9:65579400-66874600	High Signal Region																				
9_66700000_66800000__1	9	66700000	66800000		668	0	Des	chr9	66700000	66800000	668	0	Des	full													0	0	-1		0	0	-1					-1	-1				-1	9:39537736-66827423_INV;9:39540134-66824881_INV;9:41025356-68406767_INV;9:41074881-68357022_INV;9:42090303-67097292_INV;9:42293208-66827932_INV;9:65437054-134286391_INV		copy_number_gain;copy_number_loss	essv9837948;nssv13638692;nssv13638820;nssv13638855;nssv13639057;nssv13640107;nssv13640184;nssv13640208;nssv13640793;nssv13641142;nssv13641329;nssv13641345;nssv13641349;nssv13641656;nssv13641675;nssv13641931;nssv13642066;nssv13642504;nssv13642703;nssv13643201;nssv13644029;nssv13644500;nssv13644650;nssv13644943;nssv13645753;nssv13646175;nssv13646368;nssv13646557;nssv13646873;nssv13647050;nssv13647601;nssv13647850;nssv13648724;nssv13649010;nssv13649046;nssv13649737;nssv13649743;nssv13650311;nssv13650367;nssv13650624;nssv13650863;nssv13651343;nssv13651922;nssv13652371;nssv13652576;nssv13653271;nssv13654338;nssv13654991;nssv13655139;nssv13655334;nssv13655435;nssv13655966;nssv13656171;nssv13656491;nssv1415412;nssv1494927;nssv1494936;nssv1494937;nssv1498513;nssv15125094;nssv15126177;nssv15126205;nssv15126295;nssv15126328;nssv15126674;nssv15127068;nssv15127484;nssv15127502;nssv15127525;nssv15127765;nssv15127873;nssv15128113;nssv15128159;nssv15128491;nssv15130529;nssv15130624;nssv15130708;nssv15134562;nssv15137488;nssv15138086;nssv15142455;nssv15145821;nssv15145918;nssv15145998;nssv15146171;nssv15146548;nssv15146549;nssv15146662;nssv15146780;nssv15146972;nssv15147428;nssv15147470;nssv15147961;nssv15148068;nssv15148176;nssv15148277;nssv15148455;nssv15148581;nssv15148663;nssv15148881;nssv15148988;nssv15149332;nssv15149385;nssv15149778;nssv15150554;nssv15151575;nssv15151576;nssv15151855;nssv15152002;nssv15152141;nssv15153770;nssv15153773;nssv15153774;nssv15168486;nssv15168487;nssv15168488;nssv15169725;nssv15170525;nssv15776689;nssv15777263;nssv15777272;nssv1602335;nssv1603186;nssv1603388;nssv1603389;nssv1604374;nssv1609690;nssv1609997;nssv3396735;nssv3397050;nssv3397066;nssv3397108;nssv3397154;nssv3444386;nssv576650;nssv579112;nssv579121;nssv579123;nssv579124;nssv584344;nssv585239;nssv706521;nssv707187	Benign;Likely pathogenic;Pathogenic			0.490	0.450	9:66699882-66699971/9:66699984-66700070	(AC)n/MIR	9:66799793-66799950/9:66799966-66800087	MIR3/AluJr			9:66591387-66743753/9:66591387-66776904/9:66591387-66783015	9:66785118-66860519/9:66785119-66921645	9:65579400-66874600	High Signal Region	9:65579400-66874600	High Signal Region																				
9_67100000_67200000__1	9	67100000	67200000		672	0	Des	chr9	67100000	67200000	672	0	Des	full	CNTNAP3P2											gssvG38833,gssvG38830	11	9478	0.00116058	gssvL130629	6	1180	0.00508475					-1	-1				-1	9:41025356-68406767_INV;9:41074881-68357022_INV;9:65437054-134286391_INV;9:66910330-67624638_INV		copy_number_gain;copy_number_loss	essv9837948;nssv13638692;nssv13638820;nssv13638855;nssv13639057;nssv13640107;nssv13640184;nssv13640208;nssv13640793;nssv13641142;nssv13641329;nssv13641345;nssv13641349;nssv13641656;nssv13641675;nssv13641931;nssv13642066;nssv13642504;nssv13642703;nssv13643201;nssv13644029;nssv13644500;nssv13644650;nssv13644943;nssv13645753;nssv13646175;nssv13646368;nssv13646557;nssv13646873;nssv13647050;nssv13647601;nssv13647850;nssv13648724;nssv13649010;nssv13649046;nssv13649737;nssv13649743;nssv13650311;nssv13650367;nssv13650624;nssv13650863;nssv13651343;nssv13651922;nssv13652371;nssv13652576;nssv13653271;nssv13654338;nssv13654991;nssv13655139;nssv13655334;nssv13655435;nssv13655966;nssv13656171;nssv13656491;nssv1415412;nssv1494927;nssv1494936;nssv1494937;nssv1498513;nssv15125094;nssv15126177;nssv15126205;nssv15126295;nssv15126328;nssv15126674;nssv15127068;nssv15127484;nssv15127502;nssv15127525;nssv15127765;nssv15127873;nssv15128113;nssv15128159;nssv15128491;nssv15130529;nssv15130624;nssv15130708;nssv15134562;nssv15137488;nssv15138086;nssv15142455;nssv15145821;nssv15145918;nssv15145998;nssv15146171;nssv15146548;nssv15146549;nssv15146662;nssv15146780;nssv15146972;nssv15147428;nssv15147470;nssv15147961;nssv15148068;nssv15148176;nssv15148277;nssv15148455;nssv15148581;nssv15148663;nssv15148881;nssv15148988;nssv15149332;nssv15149385;nssv15149778;nssv15150554;nssv15151575;nssv15151576;nssv15151855;nssv15152002;nssv15152141;nssv15153770;nssv15153773;nssv15153774;nssv15168486;nssv15168487;nssv15168488;nssv15169725;nssv15170525;nssv15776689;nssv15777263;nssv15777272;nssv1602335;nssv1603186;nssv1603388;nssv1603389;nssv1604374;nssv1609690;nssv1609997;nssv3396735;nssv3397050;nssv3397066;nssv3397108;nssv3397154;nssv3444386;nssv576650;nssv579112;nssv579121;nssv579123;nssv579124;nssv584344;nssv585239;nssv706521;nssv707187	Benign;Likely pathogenic;Pathogenic			0.440	0.430	9:67099843-67100202	LTR40c	9:67199899-67200207	AluSx3			9:67032155-67401425/9:67083710-67147161/9:67083710-67147161	9:67032155-67401425/9:67164889-67590097/9:67164890-67217006	9:66959000-68398100	High Signal Region	9:66959000-68398100	High Signal Region																				
9_67100000_67200000__1	9	67100000	67200000		672	0	Des	chr9	67100000	67200000	672	0	Des	split	CNTNAP3P2	NR_111893	0	no	100000	intron2-intron8	UTR	1075	3'	67100000	67200000	gssvG38833,gssvG38830	11	9478	0.00116058	gssvL130629	6	1180	0.00508475					-1	-1				-1	9:41025356-68406767_INV;9:41074881-68357022_INV;9:65437054-134286391_INV;9:66910330-67624638_INV		copy_number_gain;copy_number_loss	essv9837948;nssv13638692;nssv13638820;nssv13638855;nssv13639057;nssv13640107;nssv13640184;nssv13640208;nssv13640793;nssv13641142;nssv13641329;nssv13641345;nssv13641349;nssv13641656;nssv13641675;nssv13641931;nssv13642066;nssv13642504;nssv13642703;nssv13643201;nssv13644029;nssv13644500;nssv13644650;nssv13644943;nssv13645753;nssv13646175;nssv13646368;nssv13646557;nssv13646873;nssv13647050;nssv13647601;nssv13647850;nssv13648724;nssv13649010;nssv13649046;nssv13649737;nssv13649743;nssv13650311;nssv13650367;nssv13650624;nssv13650863;nssv13651343;nssv13651922;nssv13652371;nssv13652576;nssv13653271;nssv13654338;nssv13654991;nssv13655139;nssv13655334;nssv13655435;nssv13655966;nssv13656171;nssv13656491;nssv1415412;nssv1494927;nssv1494936;nssv1494937;nssv1498513;nssv15125094;nssv15126177;nssv15126205;nssv15126295;nssv15126328;nssv15126674;nssv15127068;nssv15127484;nssv15127502;nssv15127525;nssv15127765;nssv15127873;nssv15128113;nssv15128159;nssv15128491;nssv15130529;nssv15130624;nssv15130708;nssv15134562;nssv15137488;nssv15138086;nssv15142455;nssv15145821;nssv15145918;nssv15145998;nssv15146171;nssv15146548;nssv15146549;nssv15146662;nssv15146780;nssv15146972;nssv15147428;nssv15147470;nssv15147961;nssv15148068;nssv15148176;nssv15148277;nssv15148455;nssv15148581;nssv15148663;nssv15148881;nssv15148988;nssv15149332;nssv15149385;nssv15149778;nssv15150554;nssv15151575;nssv15151576;nssv15151855;nssv15152002;nssv15152141;nssv15153770;nssv15153773;nssv15153774;nssv15168486;nssv15168487;nssv15168488;nssv15169725;nssv15170525;nssv15776689;nssv15777263;nssv15777272;nssv1602335;nssv1603186;nssv1603388;nssv1603389;nssv1604374;nssv1609690;nssv1609997;nssv3396735;nssv3397050;nssv3397066;nssv3397108;nssv3397154;nssv3444386;nssv576650;nssv579112;nssv579121;nssv579123;nssv579124;nssv584344;nssv585239;nssv706521;nssv707187	Benign;Likely pathogenic;Pathogenic																																				
9_67200000_67300000__1	9	67200000	67300000		673	0	Des	chr9	67200000	67300000	673	0	Des	full	CNTNAP3P2												0	0	-1		0	0	-1					-1	-1				-1	9:41025356-68406767_INV;9:41074881-68357022_INV;9:65437054-134286391_INV;9:66910330-67624638_INV		copy_number_gain;copy_number_loss	nssv13638820;nssv13638855;nssv13640107;nssv13640184;nssv13640208;nssv13641345;nssv13641675;nssv13641931;nssv13644029;nssv13644650;nssv13646175;nssv13646368;nssv13646873;nssv13649010;nssv13650311;nssv13650863;nssv13651922;nssv13652371;nssv13656171;nssv1415412;nssv1494927;nssv1494936;nssv1494937;nssv15128159;nssv15134562;nssv15137488;nssv15138086;nssv15142455;nssv15145821;nssv15145918;nssv15145998;nssv15146171;nssv15146548;nssv15146549;nssv15146662;nssv15146780;nssv15146972;nssv15147428;nssv15147470;nssv15147961;nssv15148068;nssv15148176;nssv15148277;nssv15148455;nssv15148581;nssv15148663;nssv15148881;nssv15148988;nssv15149332;nssv15149385;nssv15149778;nssv15150554;nssv15151575;nssv15151576;nssv15151855;nssv15152141;nssv15153770;nssv15153773;nssv15153774;nssv15168486;nssv15168487;nssv15168488;nssv15169725;nssv15170525;nssv15776689;nssv15777263;nssv15777272;nssv1602335;nssv1603186;nssv1603388;nssv1603389;nssv1604374;nssv1609690;nssv1609997;nssv3396735;nssv3397050;nssv3397066;nssv3397108;nssv3397154;nssv576650;nssv579112;nssv579121;nssv579123;nssv579124;nssv584344;nssv585239;nssv706521;nssv707187	Pathogenic			0.430	0.395	9:67199899-67200207	AluSx3	9:67299673-67299960/9:67299960-67301375	AluY/L1ME2			9:67032155-67401425/9:67164889-67590097/9:67164890-67217006	9:67032155-67401425/9:67164889-67590097	9:66959000-68398100	High Signal Region	9:66959000-68398100	High Signal Region																				
9_67200000_67300000__1	9	67200000	67300000		673	0	Des	chr9	67200000	67300000	673	0	Des	split	CNTNAP3P2	NR_111893	0	no	97156	intron8-txEnd	UTR	1075	3'	67200000	67297156		0	0	-1		0	0	-1					-1	-1				-1	9:41025356-68406767_INV;9:41074881-68357022_INV;9:65437054-134286391_INV;9:66910330-67624638_INV		copy_number_gain;copy_number_loss	nssv13638820;nssv13638855;nssv13640107;nssv13640184;nssv13640208;nssv13641345;nssv13641675;nssv13641931;nssv13644029;nssv13644650;nssv13646175;nssv13646368;nssv13646873;nssv13649010;nssv13650311;nssv13650863;nssv13651922;nssv13652371;nssv13656171;nssv1415412;nssv1494927;nssv1494936;nssv1494937;nssv15128159;nssv15134562;nssv15137488;nssv15138086;nssv15142455;nssv15145821;nssv15145918;nssv15145998;nssv15146171;nssv15146548;nssv15146549;nssv15146662;nssv15146780;nssv15146972;nssv15147428;nssv15147470;nssv15147961;nssv15148068;nssv15148176;nssv15148277;nssv15148455;nssv15148581;nssv15148663;nssv15148881;nssv15148988;nssv15149332;nssv15149385;nssv15149778;nssv15150554;nssv15151575;nssv15151576;nssv15151855;nssv15152141;nssv15153770;nssv15153773;nssv15153774;nssv15168486;nssv15168487;nssv15168488;nssv15169725;nssv15170525;nssv15776689;nssv15777263;nssv15777272;nssv1602335;nssv1603186;nssv1603388;nssv1603389;nssv1604374;nssv1609690;nssv1609997;nssv3396735;nssv3397050;nssv3397066;nssv3397108;nssv3397154;nssv576650;nssv579112;nssv579121;nssv579123;nssv579124;nssv584344;nssv585239;nssv706521;nssv707187	Pathogenic																																				
